Item_Name,Category,Item_Weight,Item_MRP,Item_Outlet_Sales,Timestamp,Shelf_Life_Days,Seasonal_Demand,Packaging_Type,Trending_Score,Outlet_Type,Fat_Content,Establishment_Year,Tier,Visibility
Potato Chips,Packaged Snacks,0.18000000000000002,2.26,223.31,2025-01-11 08:54:45.836801,93,High,Packaged,7.156104439598788,Supermarket Type2,Regular,2015,Tier 2,0.8911905998945258
Low-Fat Milk,Dairy Products,0.96,3.68,586.3,2025-01-11 08:54:45.837108,4,Medium,Packaged,8.290049959811459,Supermarket Type2,Low Fat,2015,Tier 2,0.9428821192172709
Spinach,Fruits and Vegetables,0.24,1.9400000000000002,97.84,2025-01-11 08:54:45.837459,10,Medium,Loose,7.078710824601618,Supermarket Type1,Regular,2010,Tier 1,0.9478107691330927
Banana,Fruits and Vegetables,0.10999999999999999,1.8800000000000001,232.48,2025-01-11 08:54:45.837821,10,Medium,Loose,6.797619147387482,Supermarket Type2,Regular,2015,Tier 2,0.8242320165361222
Apple,Fruits and Vegetables,0.11000000000000001,2.09,199.68,2025-01-11 08:54:45.838138,7,High,Loose,7.977766323649162,Supermarket Type1,Regular,2010,Tier 1,0.9125975619174058
Chocolate Cookies,Packaged Snacks,0.36,3.23,186.65,2025-01-11 08:54:45.838481,127,High,Packaged,9.33585719628158,Supermarket Type1,Regular,2012,Tier 1,0.9135947938698136
Yogurt,Dairy Products,0.56,2.46,157.63,2025-01-11 08:54:45.838851,15,High,Packaged,8.594820819569573,Supermarket Type1,Low Fat,2012,Tier 1,0.9492123832383856
Banana,Fruits and Vegetables,0.2,1.5,168.94,2025-01-11 08:54:45.839212,7,Medium,Loose,7.26256204600039,Supermarket Type2,Regular,2015,Tier 2,1.0
Oats,Grains and Cereals,0.4,3.23,169.67,2025-01-11 08:54:45.839571,189,High,Packaged,8.428541709433738,Supermarket Type3,Regular,2018,Tier 3,0.9506249850494227
Whole Milk,Dairy Products,0.91,3.25,329.17,2025-01-11 08:54:45.839951,12,Medium,Packaged,8.360341341815765,Supermarket Type1,Full Fat,2010,Tier 1,0.8826233908909908
Spinach,Fruits and Vegetables,0.25,2.1300000000000003,98.43,2025-01-11 08:54:45.840364,1,Medium,Loose,7.811966199698011,Supermarket Type1,Regular,2010,Tier 1,0.9019019283151347
Cheese,Dairy Products,0.31,4.88,239.43,2025-01-11 08:54:45.840818,61,Low,Packaged,7.7540145617005,Supermarket Type1,Full Fat,2010,Tier 1,0.9688459004307001
Low-Fat Milk,Dairy Products,1.08,3.1700000000000004,298.62,2025-01-11 08:54:45.841224,12,Medium,Packaged,7.865739745317158,Supermarket Type2,Low Fat,2015,Tier 2,0.9597210997547562
Orange,Fruits and Vegetables,0.15,2.49,194.45,2025-01-11 08:54:45.841564,17,High,Loose,6.249269637036187,Supermarket Type1,Regular,2012,Tier 1,0.7728859359704006
White Rice,Grains and Cereals,1.04,2.28,579.38,2025-01-11 08:54:45.841907,366,Low,Packaged,5.530026160094005,Supermarket Type1,Regular,2010,Tier 1,0.9493384918499858
Butter,Dairy Products,0.18,4.65,116.97999999999999,2025-01-11 08:54:45.842277,26,Medium,Packaged,7.348412694009005,Supermarket Type3,Full Fat,2018,Tier 3,0.8720440426276536
White Rice,Grains and Cereals,1.04,2.34,219.17000000000002,2025-01-11 08:54:45.842626,355,Low,Packaged,5.306032487861946,Supermarket Type2,Regular,2015,Tier 2,0.8033670177916226
Banana,Fruits and Vegetables,0.13999999999999999,2.09,193.98,2025-01-11 08:54:45.843006,13,Medium,Loose,6.1109334255364045,Supermarket Type2,Regular,2015,Tier 2,0.9060697418233193
Mixed Nuts,Packaged Snacks,0.2,5.43,186.16,2025-01-11 08:54:45.843379,172,Medium,Packaged,6.657310416725556,Supermarket Type3,Regular,2018,Tier 3,0.8789260146741517
Chocolate Cookies,Packaged Snacks,0.36,3.49,211.75,2025-01-11 08:54:45.843707,118,High,Packaged,8.764798295557764,Supermarket Type1,Regular,2012,Tier 1,0.8805966735854234
Spinach,Fruits and Vegetables,0.33999999999999997,2.2600000000000002,127.67,2025-01-11 08:54:45.844037,1,Medium,Loose,6.506583360740259,Supermarket Type1,Regular,2010,Tier 1,0.9301991839668956
Brown Rice,Grains and Cereals,1.07,3.01,132.6,2025-01-11 08:54:45.844413,186,Low,Packaged,6.478893188286107,Supermarket Type1,Regular,2012,Tier 1,0.8306934834396498
Spinach,Fruits and Vegetables,0.25,2.1,41.57,2025-01-11 08:54:45.844749,10,Medium,Loose,7.497620478664519,Supermarket Type1,Regular,2010,Tier 1,0.962739991941369
Cheese,Dairy Products,0.32,4.66,179.69,2025-01-11 08:54:45.845074,63,Low,Packaged,8.712798758248894,Supermarket Type1,Full Fat,2010,Tier 1,0.9553041458058896
Low-Fat Milk,Dairy Products,0.94,3.0900000000000003,220.69,2025-01-11 08:54:45.845405,18,Medium,Packaged,7.241468527163175,Supermarket Type2,Low Fat,2015,Tier 2,0.8379854585819593
Mixed Nuts,Packaged Snacks,0.32,4.95,211.97,2025-01-11 08:54:45.845741,175,Medium,Packaged,6.927515029522679,Supermarket Type3,Regular,2018,Tier 3,0.8350674460479326
Banana,Fruits and Vegetables,0.22,1.6800000000000002,208.36,2025-01-11 08:54:45.846043,2,Medium,Loose,6.075082218732951,Supermarket Type2,Regular,2015,Tier 2,0.886957327793974
Oats,Grains and Cereals,0.59,3.32,110.22999999999999,2025-01-11 08:54:45.846421,181,High,Packaged,8.732080616431759,Supermarket Type3,Regular,2018,Tier 3,0.8663312384084878
Whole Milk,Dairy Products,1.08,3.84,298.8,2025-01-11 08:54:45.846775,7,Medium,Packaged,9.761835888152484,Supermarket Type1,Full Fat,2010,Tier 1,0.8698083464169628
Oats,Grains and Cereals,0.43,3.32,118.47,2025-01-11 08:54:45.847139,179,High,Packaged,7.603495569213861,Supermarket Type3,Regular,2018,Tier 3,0.8344053057283681
Butter,Dairy Products,0.19,4.52,162.73,2025-01-11 08:54:45.847506,33,Medium,Packaged,6.888096062283088,Supermarket Type3,Full Fat,2018,Tier 3,0.8167419362338685
Low-Fat Milk,Dairy Products,0.9299999999999999,2.71,601.9,2025-01-11 08:54:45.847856,16,Medium,Packaged,8.447583016318188,Supermarket Type2,Low Fat,2015,Tier 2,0.8674488102483187
Potato Chips,Packaged Snacks,0.11000000000000001,1.77,280.88,2025-01-11 08:54:45.848214,83,High,Packaged,7.443709467065254,Supermarket Type2,Regular,2015,Tier 2,0.9871069722748815
Low-Fat Milk,Dairy Products,1.01,3.6500000000000004,561.3499999999999,2025-01-11 08:54:45.848615,19,Medium,Packaged,7.227765196071767,Supermarket Type2,Low Fat,2015,Tier 2,0.873964272263597
Orange,Fruits and Vegetables,0.13999999999999999,2.39,139.85,2025-01-11 08:54:45.848960,29,High,Loose,6.989059307849639,Supermarket Type1,Regular,2012,Tier 1,0.8035200473041871
Potato Chips,Packaged Snacks,0.28,2.31,251.62,2025-01-11 08:54:45.849331,80,High,Packaged,8.184847189347321,Supermarket Type2,Regular,2015,Tier 2,0.9096108043865345
Low-Fat Milk,Dairy Products,1.1,3.2800000000000002,208.17000000000002,2025-01-11 08:54:45.849713,13,Medium,Packaged,8.042939319432913,Supermarket Type2,Low Fat,2015,Tier 2,0.9893052452794127
Broccoli,Fruits and Vegetables,0.37,3.38,62.31,2025-01-11 08:54:45.850090,12,Low,Loose,6.116061202011091,Supermarket Type2,Regular,2015,Tier 2,0.6452415969104335
Low-Fat Milk,Dairy Products,0.94,2.96,532.18,2025-01-11 08:54:45.850460,9,Medium,Packaged,8.4207920704394,Supermarket Type2,Low Fat,2015,Tier 2,0.8754889210403192
Low-Fat Milk,Dairy Products,0.97,3.5100000000000002,577.9399999999999,2025-01-11 08:54:45.850831,4,Medium,Packaged,7.659309140838368,Supermarket Type2,Low Fat,2015,Tier 2,0.8226040294094527
Cheese,Dairy Products,0.32999999999999996,5.27,242.77,2025-01-11 08:54:45.851210,60,Low,Packaged,7.267491027307554,Supermarket Type1,Full Fat,2010,Tier 1,0.9439186552550626
Oats,Grains and Cereals,0.55,3.69,187.87,2025-01-11 08:54:45.851557,175,High,Packaged,7.408082416647148,Supermarket Type3,Regular,2018,Tier 3,0.8704383656383031
White Rice,Grains and Cereals,1.04,2.12,578.75,2025-01-11 08:54:45.851939,367,Low,Packaged,6.744212112657959,Supermarket Type1,Regular,2010,Tier 1,0.8238678531819928
Chocolate Cookies,Packaged Snacks,0.26,3.17,188.17000000000002,2025-01-11 08:54:45.852271,110,High,Packaged,9.54709743021339,Supermarket Type1,Regular,2012,Tier 1,1.0
Low-Fat Milk,Dairy Products,0.95,3.46,213.87,2025-01-11 08:54:45.852643,21,Medium,Packaged,7.717895207738994,Supermarket Type2,Low Fat,2015,Tier 2,0.8351607200549703
Energy Bars,Packaged Snacks,0.21,2.93,227.24,2025-01-11 08:54:45.852986,140,High,Packaged,9.713678164942351,Supermarket Type1,Regular,2010,Tier 1,0.8347471169245335
Brown Rice,Grains and Cereals,0.97,3.13,133.54,2025-01-11 08:54:45.853338,182,Low,Packaged,7.20092300270665,Supermarket Type1,Regular,2012,Tier 1,0.8688840468037812
Apple,Fruits and Vegetables,0.27,2.06,176.68,2025-01-11 08:54:45.853681,6,High,Loose,7.475503179358106,Supermarket Type1,Regular,2010,Tier 1,0.7687233019807236
Orange,Fruits and Vegetables,0.24,2.42,226.84,2025-01-11 08:54:45.854032,14,High,Loose,6.908632979184778,Supermarket Type1,Regular,2012,Tier 1,0.7881449760273352
Butter,Dairy Products,0.27,4.84,192.92000000000002,2025-01-11 08:54:45.854366,22,Medium,Packaged,7.340935162719052,Supermarket Type3,Full Fat,2018,Tier 3,0.8311990287183442
Quinoa,Grains and Cereals,0.59,6.07,100.68,2025-01-11 08:54:45.854691,357,Medium,Packaged,8.878517820970071,Supermarket Type1,Regular,2010,Tier 1,0.9009971521319736
Yogurt,Dairy Products,0.47,2.03,144.89,2025-01-11 08:54:45.855016,23,High,Packaged,8.19347631204078,Supermarket Type1,Low Fat,2012,Tier 1,0.8482319755172052
Potato Chips,Packaged Snacks,0.23,2.31,297.47,2025-01-11 08:54:45.855360,87,High,Packaged,7.279476960160509,Supermarket Type2,Regular,2015,Tier 2,1.0
Whole Milk,Dairy Products,0.9299999999999999,3.99,322.35,2025-01-11 08:54:45.855679,14,Medium,Packaged,8.126333148906067,Supermarket Type1,Full Fat,2010,Tier 1,0.8605670461671542
Orange,Fruits and Vegetables,0.12,2.3,185.64,2025-01-11 08:54:45.856027,11,High,Loose,5.93892272132296,Supermarket Type1,Regular,2012,Tier 1,0.8275369793101635
Oats,Grains and Cereals,0.47,3.54,180.29,2025-01-11 08:54:45.856438,189,High,Packaged,7.794663170365156,Supermarket Type3,Regular,2018,Tier 3,0.7837299334005019
White Rice,Grains and Cereals,0.99,2.37,196.18,2025-01-11 08:54:45.856843,356,Low,Packaged,6.418017736338608,Supermarket Type2,Regular,2015,Tier 2,0.8460735647981764
White Rice,Grains and Cereals,1.08,2.98,170.69,2025-01-11 08:54:45.857263,355,Low,Packaged,5.703368924611908,Supermarket Type2,Regular,2015,Tier 2,0.8353222616882372
Yogurt,Dairy Products,0.5700000000000001,1.74,172.12,2025-01-11 08:54:45.857605,22,High,Packaged,9.91917463926253,Supermarket Type1,Low Fat,2012,Tier 1,0.9553243872555207
White Rice,Grains and Cereals,1.02,2.06,570.15,2025-01-11 08:54:45.857956,372,Low,Packaged,5.769772111175342,Supermarket Type1,Regular,2010,Tier 1,0.847062997666528
Butter,Dairy Products,0.26,4.85,179.03,2025-01-11 08:54:45.858328,20,Medium,Packaged,6.8306893092485845,Supermarket Type3,Full Fat,2018,Tier 3,0.7977077093677125
Mixed Nuts,Packaged Snacks,0.33,5.47,187.01,2025-01-11 08:54:45.858653,188,Medium,Packaged,6.610224806302011,Supermarket Type3,Regular,2018,Tier 3,0.7827193906837946
Low-Fat Milk,Dairy Products,1.0,3.54,575.7399999999999,2025-01-11 08:54:45.858979,14,Medium,Packaged,7.753666351995777,Supermarket Type2,Low Fat,2015,Tier 2,0.8249781825366796
Yogurt,Dairy Products,0.5,1.94,185.94,2025-01-11 08:54:45.859351,16,High,Packaged,9.120484279445966,Supermarket Type1,Low Fat,2012,Tier 1,0.8129217911559998
Mixed Nuts,Packaged Snacks,0.21,5.38,137.47,2025-01-11 08:54:45.859711,175,Medium,Packaged,7.837202325793685,Supermarket Type3,Regular,2018,Tier 3,0.9038948118226465
Chocolate Cookies,Packaged Snacks,0.26,3.19,262.90999999999997,2025-01-11 08:54:45.860105,119,High,Packaged,9.792185565473133,Supermarket Type1,Regular,2012,Tier 1,1.0
Orange,Fruits and Vegetables,0.26,1.94,218.96,2025-01-11 08:54:45.860624,26,High,Loose,6.030111259366679,Supermarket Type1,Regular,2012,Tier 1,0.7992256207770588
Brown Rice,Grains and Cereals,1.04,2.89,151.39,2025-01-11 08:54:45.861188,176,Low,Packaged,7.708693465133592,Supermarket Type1,Regular,2012,Tier 1,0.7877083961619139
Quinoa,Grains and Cereals,0.48,6.19,92.56,2025-01-11 08:54:45.861681,362,Medium,Packaged,9.773101859074254,Supermarket Type1,Regular,2010,Tier 1,0.8377089711778458
Broccoli,Fruits and Vegetables,0.39,3.27,125.91,2025-01-11 08:54:45.862171,9,Low,Loose,6.373247358418448,Supermarket Type2,Regular,2015,Tier 2,0.7967709581134912
Banana,Fruits and Vegetables,0.2,2.13,213.72,2025-01-11 08:54:45.862647,2,Medium,Loose,7.183119223496347,Supermarket Type2,Regular,2015,Tier 2,0.9005792303518356
Energy Bars,Packaged Snacks,0.09,2.46,217.27,2025-01-11 08:54:45.863105,156,High,Packaged,8.294069375539157,Supermarket Type1,Regular,2010,Tier 1,0.9810633143678399
Yogurt,Dairy Products,0.55,1.52,133.35,2025-01-11 08:54:45.863612,17,High,Packaged,8.863130431672703,Supermarket Type1,Low Fat,2012,Tier 1,0.8710544069997261
Kiwi,Fruits and Vegetables,0.18,3.37,144.69,2025-01-11 08:54:45.864122,7,Low,Packaged,4.806471416285499,Supermarket Type3,Regular,2018,Tier 3,0.6855714479042645
White Rice,Grains and Cereals,1.09,2.42,195.32,2025-01-11 08:54:45.864674,357,Low,Packaged,5.447047841129585,Supermarket Type2,Regular,2015,Tier 2,0.7567883633381682
Whole Milk,Dairy Products,1.03,3.98,313.77,2025-01-11 08:54:45.865180,11,Medium,Packaged,8.522142382488521,Supermarket Type1,Full Fat,2010,Tier 1,1.0
Kiwi,Fruits and Vegetables,0.2,3.19,113.83,2025-01-11 08:54:45.865702,17,Low,Packaged,4.878954228699014,Supermarket Type3,Regular,2018,Tier 3,0.6890480876698646
Apple,Fruits and Vegetables,0.16,2.99,123.11,2025-01-11 08:54:45.866210,4,High,Loose,7.219452153236054,Supermarket Type1,Regular,2010,Tier 1,0.8424486553432105
Banana,Fruits and Vegetables,0.04999999999999999,1.67,208.41,2025-01-11 08:54:45.866681,6,Medium,Loose,7.285276743285228,Supermarket Type2,Regular,2015,Tier 2,0.9707132041906571
Banana,Fruits and Vegetables,0.09999999999999999,1.84,566.03,2025-01-11 08:54:45.867130,13,Medium,Loose,6.800917024163059,Supermarket Type2,Regular,2015,Tier 2,0.9640862813082223
Butter,Dairy Products,0.28,4.83,108.94,2025-01-11 08:54:45.867518,25,Medium,Packaged,7.115725202681216,Supermarket Type3,Full Fat,2018,Tier 3,0.879614912070413
Cheese,Dairy Products,0.25,5.18,207.01,2025-01-11 08:54:45.867836,50,Low,Packaged,8.790769292213975,Supermarket Type1,Full Fat,2010,Tier 1,0.9156404629526815
Quinoa,Grains and Cereals,0.58,6.18,153.23,2025-01-11 08:54:45.868180,361,Medium,Packaged,9.889852586065695,Supermarket Type1,Regular,2010,Tier 1,0.8796607825735996
Low-Fat Milk,Dairy Products,0.92,2.99,245.19,2025-01-11 08:54:45.868610,5,Medium,Packaged,8.207087851363413,Supermarket Type2,Low Fat,2015,Tier 2,0.7961871506530959
Chocolate Cookies,Packaged Snacks,0.33999999999999997,3.43,235.52,2025-01-11 08:54:45.868952,119,High,Packaged,9.14763658280243,Supermarket Type1,Regular,2012,Tier 1,0.966979088702643
Potato Chips,Packaged Snacks,0.25,1.6099999999999999,265.09,2025-01-11 08:54:45.869334,93,High,Packaged,8.389840344677406,Supermarket Type2,Regular,2015,Tier 2,0.9369647037841257
Whole Milk,Dairy Products,0.97,3.1,320.3,2025-01-11 08:54:45.869750,5,Medium,Packaged,9.926995530261031,Supermarket Type1,Full Fat,2010,Tier 1,1.0
Banana,Fruits and Vegetables,0.18,1.46,582.0699999999999,2025-01-11 08:54:45.870123,11,Medium,Loose,7.323770213566314,Supermarket Type2,Regular,2015,Tier 2,0.8841830838732633
White Rice,Grains and Cereals,1.05,2.95,209.9,2025-01-11 08:54:45.870525,361,Low,Packaged,5.71219809084192,Supermarket Type2,Regular,2015,Tier 2,0.7217623947539417
Banana,Fruits and Vegetables,0.10999999999999999,1.3800000000000001,191.93,2025-01-11 08:54:45.870931,11,Medium,Loose,7.740123234860023,Supermarket Type2,Regular,2015,Tier 2,0.8628920157778209
Banana,Fruits and Vegetables,0.06,1.97,185.0,2025-01-11 08:54:45.871338,3,Medium,Loose,7.363425782434764,Supermarket Type2,Regular,2015,Tier 2,0.998811754244269
White Rice,Grains and Cereals,0.96,2.31,531.5999999999999,2025-01-11 08:54:45.871711,362,Low,Packaged,6.460453286699953,Supermarket Type1,Regular,2010,Tier 1,0.8861834984739357
Orange,Fruits and Vegetables,0.25,1.75,209.15,2025-01-11 08:54:45.872090,29,High,Loose,5.982074055533071,Supermarket Type1,Regular,2012,Tier 1,0.7413147726204223
Energy Bars,Packaged Snacks,0.13999999999999999,2.08,244.57999999999998,2025-01-11 08:54:45.872535,141,High,Packaged,8.100312612220128,Supermarket Type1,Regular,2010,Tier 1,0.8394644413488079
Potato Chips,Packaged Snacks,0.11000000000000001,1.69,205.2,2025-01-11 08:54:45.872921,87,High,Packaged,8.560648627159127,Supermarket Type2,Regular,2015,Tier 2,0.8602936145404194
Banana,Fruits and Vegetables,0.25,1.3,603.28,2025-01-11 08:54:45.873297,5,Medium,Loose,6.639977422694152,Supermarket Type2,Regular,2015,Tier 2,0.860742861145373
Yogurt,Dairy Products,0.47,2.39,179.73,2025-01-11 08:54:45.873710,15,High,Packaged,8.196740241554412,Supermarket Type1,Low Fat,2012,Tier 1,0.8199104527775795
Energy Bars,Packaged Snacks,0.09,2.27,222.37,2025-01-11 08:54:45.874113,149,High,Packaged,8.771073712028006,Supermarket Type1,Regular,2010,Tier 1,0.829736281402552
Banana,Fruits and Vegetables,0.12,1.4500000000000002,172.27,2025-01-11 08:54:45.874555,1,Medium,Loose,7.488209705212649,Supermarket Type2,Regular,2015,Tier 2,0.8510241410361465
Brown Rice,Grains and Cereals,0.95,2.58,142.87,2025-01-11 08:54:45.874958,181,Low,Packaged,7.029553477024829,Supermarket Type1,Regular,2012,Tier 1,0.737479840979308
Banana,Fruits and Vegetables,0.13999999999999999,2.0700000000000003,525.5799999999999,2025-01-11 08:54:45.875320,16,Medium,Loose,7.532594155156827,Supermarket Type2,Regular,2015,Tier 2,0.9022325765250676
Mixed Nuts,Packaged Snacks,0.24,4.67,226.86,2025-01-11 08:54:45.875746,188,Medium,Packaged,7.423674822227884,Supermarket Type3,Regular,2018,Tier 3,0.8096385025701691
Low-Fat Milk,Dairy Products,1.09,2.8600000000000003,595.18,2025-01-11 08:54:45.876175,23,Medium,Packaged,7.536556532560786,Supermarket Type2,Low Fat,2015,Tier 2,0.8869923103284657
White Rice,Grains and Cereals,1.07,2.77,564.81,2025-01-11 08:54:45.876620,357,Low,Packaged,5.4964355634439475,Supermarket Type1,Regular,2010,Tier 1,0.8667801379848291
Butter,Dairy Products,0.28,4.07,158.3,2025-01-11 08:54:45.877005,21,Medium,Packaged,7.521660915107988,Supermarket Type3,Full Fat,2018,Tier 3,0.7278735679980627
White Rice,Grains and Cereals,0.91,2.49,143.98,2025-01-11 08:54:45.877375,370,Low,Packaged,6.99165786844751,Supermarket Type2,Regular,2015,Tier 2,0.7543957125521789
Broccoli,Fruits and Vegetables,0.4,3.67,99.45,2025-01-11 08:54:45.877746,13,Low,Loose,5.388976153966174,Supermarket Type2,Regular,2015,Tier 2,0.6753441774065707
Brown Rice,Grains and Cereals,1.02,3.5,194.1,2025-01-11 08:54:45.878133,171,Low,Packaged,7.539305347266815,Supermarket Type1,Regular,2012,Tier 1,0.8840614606624733
Orange,Fruits and Vegetables,0.09999999999999999,2.32,140.51,2025-01-11 08:54:45.878502,12,High,Loose,6.2186829574915965,Supermarket Type1,Regular,2012,Tier 1,0.7144452664289049
Kiwi,Fruits and Vegetables,0.19,2.98,117.5,2025-01-11 08:54:45.878891,8,Low,Packaged,5.145568244521812,Supermarket Type3,Regular,2018,Tier 3,0.6311372773126356
Oats,Grains and Cereals,0.51,3.66,151.86,2025-01-11 08:54:45.879271,181,High,Packaged,7.759093233090478,Supermarket Type3,Regular,2018,Tier 3,0.8744452585074255
Energy Bars,Packaged Snacks,0.2,2.89,196.91,2025-01-11 08:54:45.879644,148,High,Packaged,8.195659117701505,Supermarket Type1,Regular,2010,Tier 1,0.9894686217994421
Butter,Dairy Products,0.19,4.94,170.41,2025-01-11 08:54:45.880055,32,Medium,Packaged,7.400163148276732,Supermarket Type3,Full Fat,2018,Tier 3,0.7956111445079964
Quinoa,Grains and Cereals,0.47,5.54,111.44,2025-01-11 08:54:45.880495,372,Medium,Packaged,9.965023810653072,Supermarket Type1,Regular,2010,Tier 1,0.8989300426926204
Oats,Grains and Cereals,0.42,3.75,146.74,2025-01-11 08:54:45.880893,174,High,Packaged,7.5305716521488595,Supermarket Type3,Regular,2018,Tier 3,0.8439512097372197
Brown Rice,Grains and Cereals,0.97,3.22,160.98,2025-01-11 08:54:45.881302,184,Low,Packaged,6.813307568245666,Supermarket Type1,Regular,2012,Tier 1,0.8845293582569558
Spinach,Fruits and Vegetables,0.35,2.24,111.38,2025-01-11 08:54:45.881699,1,Medium,Loose,6.068723315105486,Supermarket Type1,Regular,2010,Tier 1,0.8005895414487983
Low-Fat Milk,Dairy Products,0.95,3.16,264.91,2025-01-11 08:54:45.882072,5,Medium,Packaged,7.663510759782308,Supermarket Type2,Low Fat,2015,Tier 2,0.8852139679757599
Quinoa,Grains and Cereals,0.44,6.32,151.48,2025-01-11 08:54:45.882451,365,Medium,Packaged,9.613399204507601,Supermarket Type1,Regular,2010,Tier 1,0.8706241916124152
Potato Chips,Packaged Snacks,0.2,2.45,283.14,2025-01-11 08:54:45.882844,82,High,Packaged,7.258468285723279,Supermarket Type2,Regular,2015,Tier 2,0.8422440376019682
Whole Milk,Dairy Products,0.97,3.57,325.84,2025-01-11 08:54:45.883234,21,Medium,Packaged,9.789339205328481,Supermarket Type1,Full Fat,2010,Tier 1,0.8679260662302556
Kiwi,Fruits and Vegetables,0.19,3.0,133.16,2025-01-11 08:54:45.883640,18,Low,Packaged,5.102814175766039,Supermarket Type3,Regular,2018,Tier 3,0.6915462334686905
Oats,Grains and Cereals,0.58,3.15,144.46,2025-01-11 08:54:45.884052,182,High,Packaged,7.432549460679872,Supermarket Type3,Regular,2018,Tier 3,0.8074153924288743
Yogurt,Dairy Products,0.42,1.9,206.54,2025-01-11 08:54:45.884520,26,High,Packaged,8.81880487572208,Supermarket Type1,Low Fat,2012,Tier 1,0.8143255333551439
Broccoli,Fruits and Vegetables,0.39,3.3,105.48,2025-01-11 08:54:45.884916,16,Low,Loose,6.51354373293315,Supermarket Type2,Regular,2015,Tier 2,0.8197217822325242
Broccoli,Fruits and Vegetables,0.4,3.24,94.55,2025-01-11 08:54:45.885273,1,Low,Loose,6.156646832300021,Supermarket Type2,Regular,2015,Tier 2,0.8053220618518351
Oats,Grains and Cereals,0.46,3.26,161.7,2025-01-11 08:54:45.885627,184,High,Packaged,7.9017356677979205,Supermarket Type3,Regular,2018,Tier 3,0.8376320301782251
White Rice,Grains and Cereals,0.99,2.51,152.73,2025-01-11 08:54:45.886014,371,Low,Packaged,6.839248001100302,Supermarket Type2,Regular,2015,Tier 2,0.8496197034239098
Orange,Fruits and Vegetables,0.09999999999999999,2.48,152.86,2025-01-11 08:54:45.886397,29,High,Loose,5.683864617204496,Supermarket Type1,Regular,2012,Tier 1,0.8245462846003047
Orange,Fruits and Vegetables,0.22999999999999998,2.02,151.96,2025-01-11 08:54:45.886913,11,High,Loose,5.426944199258294,Supermarket Type1,Regular,2012,Tier 1,0.6902213769525829
Cheese,Dairy Products,0.32,5.39,249.97,2025-01-11 08:54:45.887429,55,Low,Packaged,7.9254663568838915,Supermarket Type1,Full Fat,2010,Tier 1,0.8241692914126731
Brown Rice,Grains and Cereals,0.91,3.2800000000000002,140.53,2025-01-11 08:54:45.887921,181,Low,Packaged,6.680388874815577,Supermarket Type1,Regular,2012,Tier 1,0.7397751930408109
Chocolate Cookies,Packaged Snacks,0.38,2.81,258.98,2025-01-11 08:54:45.888422,117,High,Packaged,9.100573492055839,Supermarket Type1,Regular,2012,Tier 1,0.916282291323915
Oats,Grains and Cereals,0.54,3.19,201.62,2025-01-11 08:54:45.888927,172,High,Packaged,7.3952488646449615,Supermarket Type3,Regular,2018,Tier 3,0.9227113501414012
Yogurt,Dairy Products,0.4,1.71,199.18,2025-01-11 08:54:45.889396,18,High,Packaged,8.211907827470336,Supermarket Type1,Low Fat,2012,Tier 1,0.9556086132529356
White Rice,Grains and Cereals,0.92,2.9699999999999998,167.8,2025-01-11 08:54:45.889854,356,Low,Packaged,5.626286290168711,Supermarket Type2,Regular,2015,Tier 2,0.8498693581834624
Cheese,Dairy Products,0.27999999999999997,4.72,189.76,2025-01-11 08:54:45.890330,60,Low,Packaged,8.708096183756483,Supermarket Type1,Full Fat,2010,Tier 1,0.846324595787798
White Rice,Grains and Cereals,1.02,2.58,529.6999999999999,2025-01-11 08:54:45.890798,373,Low,Packaged,6.466109660554305,Supermarket Type1,Regular,2010,Tier 1,0.7936171003481599
Butter,Dairy Products,0.27,4.89,187.51,2025-01-11 08:54:45.891282,36,Medium,Packaged,6.370667748923892,Supermarket Type3,Full Fat,2018,Tier 3,0.9061890661916184
Mixed Nuts,Packaged Snacks,0.33,4.61,159.76,2025-01-11 08:54:45.891727,180,Medium,Packaged,6.782010408314789,Supermarket Type3,Regular,2018,Tier 3,0.9454250424401343
Brown Rice,Grains and Cereals,0.94,3.48,143.25,2025-01-11 08:54:45.892115,173,Low,Packaged,6.380952232560337,Supermarket Type1,Regular,2012,Tier 1,0.7715498934143504
Banana,Fruits and Vegetables,0.16,2.14,163.98,2025-01-11 08:54:45.892623,7,Medium,Loose,6.169909594866092,Supermarket Type2,Regular,2015,Tier 2,0.9772273062974767
Yogurt,Dairy Products,0.41000000000000003,1.75,131.31,2025-01-11 08:54:45.892968,27,High,Packaged,9.412237339131037,Supermarket Type1,Low Fat,2012,Tier 1,1.0
Kiwi,Fruits and Vegetables,0.03,2.68,70.25999999999999,2025-01-11 08:54:45.893329,7,Low,Packaged,5.466944822726703,Supermarket Type3,Regular,2018,Tier 3,0.6921978814111114
Chocolate Cookies,Packaged Snacks,0.25,3.23,229.84,2025-01-11 08:54:45.893716,128,High,Packaged,9.737265085104791,Supermarket Type1,Regular,2012,Tier 1,0.9536059028004205
Butter,Dairy Products,0.29,4.77,143.02,2025-01-11 08:54:45.894051,36,Medium,Packaged,7.183067878674279,Supermarket Type3,Full Fat,2018,Tier 3,0.7782328300138653
Orange,Fruits and Vegetables,0.24,2.41,159.18,2025-01-11 08:54:45.894419,17,High,Loose,5.154154754791568,Supermarket Type1,Regular,2012,Tier 1,0.8059026941942444
